image,text_a,text_b,label,label_name
IMG_1659.jpeg,DT 1436 H47,OLIN DT 1436 .M37 2006,0,In_Order
IMG_1659.jpeg,OLIN DT 1436 .M37 2006,URIS DT 1436 M56X 1994,0,In_Order
IMG_1659.jpeg,URIS DT 1436 M56X 1994,OLIN DT 1514 .G76X 1994,1,Duplicate
IMG_1659.jpeg,OLIN DT 1514 .G76X 1994,OLIN DT 1536 .T54 2013,0,In_Order
IMG_1659.jpeg,OLIN DT 1536 .T54 2013,OLIN DT 1558 .G46 E24 2007,2,Out_of_Order
IMG_1659.jpeg,OLIN DT 1558 .G46 E24 2007,OLIN DT 1558 .G46 K86 2001,0,In_Order
IMG_1659.jpeg,OLIN DT 1558 .G46 K86 2001,OLIN DT 1558 .G46 036 2023,2,Out_of_Order
IMG_1659.jpeg,OLIN DT 1558 .G46 036 2023,OLIN DT 1558 .G46 S44z 2000,0,In_Order
IMG_1659.jpeg,OLIN DT 1558 .G46 S44z 2000,OLIN DT 1558 .G46 W35 2002,0,In_Order
IMG_1659.jpeg,OLIN DT 1558 .G46 W35 2002,OLIN DT 1558 .H47 G47x 1999,0,In_Order
IMG_1659.jpeg,OLIN DT 1558 .H47 G47x 1999,OLIN DT 1558 .H47 G49 2000,2,Out_of_Order
IMG_1660.jpeg,OLIN HB 846 .J47x 1998,HD 846 L25,0,In_Order
IMG_1660.jpeg,HD 846 L25,OLIN HB 846 .L46W 1997,2,Out_of_Order
IMG_1660.jpeg,OLIN HB 846 .L46W 1997,HB 846 L47,0,In_Order
IMG_1660.jpeg,HB 846 L47,OLIN HB 846 .M43x 1994,2,Out_of_Order
IMG_1660.jpeg,OLIN HB 846 .M43x 1994,HB 846 M44,0,In_Order
IMG_1660.jpeg,HB 846 M44,HB 846 M63,2,Out_of_Order
IMG_1660.jpeg,HB 846 M63,HB 846 M67,0,In_Order
IMG_1660.jpeg,HB 846 M67,URIS HB 846 .M95X 1995,2,Out_of_Order
IMG_1661.jpeg,HB 346 77,HB 846 B26,2,Out_of_Order
IMG_1661.jpeg,HB 846 B26,URIS HB 846 .B26 1993,2,Out_of_Order
IMG_1661.jpeg,URIS HB 846 .B26 1993,OLIN HB 846 .B37 d 1993z,0,In_Order
IMG_1661.jpeg,OLIN HB 846 .B37 d 1993z,OLIN HB 846 .B37X 1998,0,In_Order
IMG_1661.jpeg,OLIN HB 846 .B37X 1998,OLIN HB 846 .B373x 2001,2,Out_of_Order
IMG_1661.jpeg,OLIN HB 846 .B373x 2001,HB 846 B49,0,In_Order
IMG_1661.jpeg,HB 846 B49,HB 846 B57 1982,0,In_Order
IMG_1661.jpeg,HB 846 B57 1982,OLIN HB 846 B66,0,In_Order
IMG_1661.jpeg,OLIN HB 846 B66,OLIN HB 846 .C65x 1997,2,Out_of_Order
IMG_1661.jpeg,OLIN HB 846 .C65x 1997,HB 846 C67x 1992,2,Out_of_Order
IMG_1661.jpeg,HB 846 C67x 1992,OLIN HB 846 .D53x 2003,2,Out_of_Order
IMG_1661.jpeg,OLIN HB 846 .D53x 2003,OLIN HB 846 .E18 1990,0,In_Order
IMG_1663.jpeg,HC 59 1:62,HC 59 J174,2,Out_of_Order
IMG_1663.jpeg,HC 59 J174,252,0,In_Order
IMG_1663.jpeg,252,HC 5 9 J41 c.2,0,In_Order
IMG_1663.jpeg,HC 5 9 J41 c.2,HC 59 J42 1987,0,In_Order
IMG_1663.jpeg,HC 59 J42 1987,HC 59 J83 966,0,In_Order
IMG_1663.jpeg,HC 59 J83 966,HC 59 J86 1967,0,In_Order
IMG_1663.jpeg,HC 59 J86 1967,HC 59 K12,0,In_Order
IMG_1663.jpeg,HC 59 K12,HC 59 K14 1978,2,Out_of_Order
IMG_1663.jpeg,HC 59 K14 1978,HC 59 K17,0,In_Order
IMG_1663.jpeg,HC 59 K17,HC 59 K45 1971,0,In_Order
IMG_1664.jpeg,HC 107 H3 H58X 1992,HC 107 H3 K37,0,In_Order
IMG_1664.jpeg,HC 107 H3 K37,OLIN HC 107 .H3 P65W 1994,2,Out_of_Order
IMG_1664.jpeg,OLIN HC 107 .H3 P65W 1994,OLIN HC 107 .H3 T68 2016,0,In_Order
IMG_1664.jpeg,OLIN HC 107 .H3 T68 2016,OLIN HC 107 .133 C66 2019,0,In_Order
IMG_1664.jpeg,OLIN HC 107 .133 C66 2019,HC 107 I8A2,0,In_Order
IMG_1664.jpeg,HC 107 I8A2,HC 107 I8A24,0,In_Order
IMG_1664.jpeg,HC 107 I8A24,HC 107 I8A24,1,Duplicate
IMG_1664.jpeg,HC 107 I8A24,HC 107 18 W35X 1991,2,Out_of_Order
IMG_1665.jpeg,HC 263 T78,HC 2 6 4 工 6 9 96,0,In_Order
IMG_1665.jpeg,HC 2 6 4 工 6 9 96,OLIN HC 264 .L64 2025,2,Out_of_Order
IMG_1665.jpeg,OLIN HC 264 .L64 2025,HC 264 M43,0,In_Order
IMG_1665.jpeg,HC 264 M43,OLIN HC 264 .M43 2006c,2,Out_of_Order
IMG_1665.jpeg,OLIN HC 264 .M43 2006c,HC 264 091,0,In_Order
IMG_1665.jpeg,HC 264 091,OLIN HC 264 .S74 1999,2,Out_of_Order
IMG_1665.jpeg,OLIN HC 264 .S74 1999,OLIN HC 265 A15 1999,2,Out_of_Order
IMG_1665.jpeg,OLIN HC 265 A15 1999,HC 265 A93 L7,0,In_Order
IMG_1665.jpeg,HC 265 A93 L7,OLIN HC 265 .D36 2018,2,Out_of_Order
IMG_1665.jpeg,OLIN HC 265 .D36 2018,OLIN HC 265 D57 2017,2,Out_of_Order
IMG_1665.jpeg,OLIN HC 265 D57 2017,HC 265 E18,0,In_Order
IMG_1665.jpeg,HC 265 E18,OLIN HC 265 .E293 1994z,0,In_Order
IMG_1666.jpeg,一 A H 9 113 4 L8 A 2+,HA 1139 L84 A2+ h.S.,1,Duplicate
IMG_1666.jpeg,HA 1139 L84 A2+ h.S.,HA 1139 L84 A2+ v.7,0,In_Order
IMG_1666.jpeg,HA 1139 L84 A2+ v.7,HA 1141 A5+ 1961,0,In_Order
IMG_1666.jpeg,HA 1141 A5+ 1961,HA 1141 A5+ 1961,1,Duplicate
IMG_1666.jpeg,HA 1141 A5+ 1961,HA 1141 A5+ 1961,1,Duplicate
IMG_1666.jpeg,HA 1141 A5+ 1961,HA 114,0,In_Order
IMG_1666.jpeg,HA 114,HA 1141 A5+ 1966,2,Out_of_Order
IMG_1666.jpeg,HA 1141 A5+ 1966,HA 1141 A5+ 1966,1,Duplicate
IMG_1666.jpeg,HA 1141 A5+ 1966,HA 1141 A5+ 1966,1,Duplicate
IMG_1666.jpeg,HA 1141 A5+ 1966,HA 1141 A5+ 1966,1,Duplicate
IMG_1666.jpeg,HA 1141 A5+ 1966,HA 1141 A5+ 1966,1,Duplicate
IMG_1666.jpeg,HA 1141 A5+ 1966,HA 1141 A5+ 1966,1,Duplicate
IMG_1666.jpeg,HA 1141 A5+ 1966,OLIN + HA 1141 .5 1991 N672X 1993,0,In_Order
IMG_1666.jpeg,OLIN + HA 1141 .5 1991 N672X 1993,OLIN + HA 1141 .5 1991c,2,Out_of_Order
IMG_1666.jpeg,OLIN + HA 1141 .5 1991c,OLIN + HA 1141 .5 1991x,0,In_Order
IMG_1666.jpeg,OLIN + HA 1141 .5 1991x,OLIN HA 1141 .5 2001b,0,In_Order
IMG_1667.jpeg,OLIN HC 340 3 K656363 2000,OLIN HC 340 .3 K6854 2012,0,In_Order
IMG_1667.jpeg,OLIN HC 340 .3 K6854 2012,HC 340 .3 L25 1985,0,In_Order
IMG_1667.jpeg,HC 340 .3 L25 1985,OLIN HC 340 .3 .L362 1995,0,In_Order
IMG_1667.jpeg,OLIN HC 340 .3 .L362 1995,OLIN HC 340 .3 M639z 2000,0,In_Order
IMG_1667.jpeg,OLIN HC 340 .3 M639z 2000,OLIN HC 340 3 M66X 1995,2,Out_of_Order
IMG_1667.jpeg,OLIN HC 340 3 M66X 1995,OLIN HC 340 .3 .M67 1998,0,In_Order
IMG_1667.jpeg,OLIN HC 340 .3 .M67 1998,OLIN HC 340 .3 0433 2008,0,In_Order
IMG_1667.jpeg,OLIN HC 340 .3 0433 2008,OLIR HC 340 .3 .073 2001,2,Out_of_Order
IMG_1667.jpeg,OLIR HC 340 .3 .073 2001,OLIN HC 340 .3 .075 1996z,0,In_Order
IMG_1667.jpeg,OLIN HC 340 .3 .075 1996z,OLIN HC 340 .3 .P495 2018,0,In_Order
IMG_1667.jpeg,OLIN HC 340 .3 .P495 2018,plailes,2,Out_of_Order
IMG_1668.jpeg,OLIN HC 340 .3 .A56X 1999,OLIN HC 340 .3 .A67 2008,0,In_Order
IMG_1668.jpeg,OLIN HC 340 .3 .A67 2008,OLIN HC 340 .3 .B343 1999z,2,Out_of_Order
IMG_1668.jpeg,OLIN HC 340 .3 .B343 1999z,OLIN HC 340 .3 .B45X 2001,0,In_Order
IMG_1668.jpeg,OLIN HC 340 .3 .B45X 2001,OLIN HC 340 .3 .B56X 1995,0,In_Order
IMG_1668.jpeg,OLIN HC 340 .3 .B56X 1995,OLIN HC 340 3 B625X 2000,0,In_Order
IMG_1668.jpeg,OLIN HC 340 3 B625X 2000,OLIN HC 340 .3 .B82X 2002,0,In_Order
IMG_1668.jpeg,OLIN HC 340 .3 .B82X 2002,OLIN HC 340 3 C46X 1985,2,Out_of_Order
IMG_1668.jpeg,OLIN HC 340 3 C46X 1985,OLIN HC 340 3 .C55 2018,0,In_Order
IMG_1668.jpeg,OLIN HC 340 3 .C55 2018,OLIN HC 340 .3 .C68x 2001,0,In_Order
IMG_1669.jpeg,OLIN HC 340 .19 .29 F35 2003,HC 340 .19 .29 F35W 1993,0,In_Order
IMG_1669.jpeg,HC 340 .19 .29 F35W 1993,OLIN HC 340 .19 .Z9 F3575 2002,2,Out_of_Order
IMG_1669.jpeg,OLIN HC 340 .19 .Z9 F3575 2002,OLIN HC 340 .19 .29 F365X 1996,0,In_Order
IMG_1669.jpeg,OLIN HC 340 .19 .29 F365X 1996,OLIN HC 340 .19 .29 F3786 2000,0,In_Order
IMG_1669.jpeg,OLIN HC 340 .19 .29 F3786 2000,OLIN HC 340 .19 .29 F379z 2000,0,In_Order
IMG_1669.jpeg,OLIN HC 340 .19 .29 F379z 2000,OLIN HC 340 .19 .79 F369 2007,0,In_Order
IMG_1669.jpeg,OLIN HC 340 .19 .79 F369 2007,OLIN HC 340 19 Z9 F3797 2008,0,In_Order
IMG_1669.jpeg,OLIN HC 340 19 Z9 F3797 2008,OLIN HC 340 19 Z9 5234 2012,0,In_Order
IMG_1670.jpeg,PA 3015 N4 D44,OLIN PA 3015 043 A4X 2003,2,Out_of_Order
IMG_1670.jpeg,OLIN PA 3015 043 A4X 2003,OLIN PA 3015 .043 S46x 1995 V.1,0,In_Order
IMG_1670.jpeg,OLIN PA 3015 .043 S46x 1995 V.1,OLIN PA 3015 .043 S46x 1995 V.2,0,In_Order
IMG_1670.jpeg,OLIN PA 3015 .043 S46x 1995 V.2,PA 3015 P62 G65X 1991,0,In_Order
IMG_1670.jpeg,PA 3015 P62 G65X 1991,PA 3015 P62 W22,0,In_Order
IMG_1670.jpeg,PA 3015 P62 W22,OLIN PA 3015 .P63 A56 2005,2,Out_of_Order
IMG_1670.jpeg,OLIN PA 3015 .P63 A56 2005,Texte et traductio,0,In_Order
IMG_1670.jpeg,Texte et traductio,OLIN PA 3015 P63 A78 2015,2,Out_of_Order
IMG_1670.jpeg,OLIN PA 3015 P63 A78 2015,OLIN PA 3015 .P63 B76 2013,2,Out_of_Order
IMG_1670.jpeg,OLIN PA 3015 .P63 B76 2013,OLIN PA 3015 .P67 C66 2014,0,In_Order
IMG_1670.jpeg,OLIN PA 3015 .P67 C66 2014,PA 3015 P76 R79 1992,0,In_Order
IMG_1670.jpeg,PA 3015 P76 R79 1992,PA 3015 P78 C35X 1993,0,In_Order
IMG_1671.jpeg,OLIN PA 3015 H43 N34X 1999,OLIN PA 3015 .H43 P37 1999,0,In_Order
IMG_1671.jpeg,OLIN PA 3015 .H43 P37 1999,OLIN PA 3015 .H6 H67 2018,2,Out_of_Order
IMG_1671.jpeg,OLIN PA 3015 .H6 H67 2018,OLIN PA 3015 .H77 M45 2020,2,Out_of_Order
IMG_1671.jpeg,OLIN PA 3015 .H77 M45 2020,OLIN PA 3015 I44 E28 2003,0,In_Order
IMG_1671.jpeg,OLIN PA 3015 I44 E28 2003,OLIN PA 3015 .183 P49 2016,0,In_Order
IMG_1671.jpeg,OLIN PA 3015 .183 P49 2016,OLIN P 3015 .J87 D54 2020,0,In_Order
IMG_1671.jpeg,OLIN P 3015 .J87 D54 2020,OLIN PA 3015 .L5 H33 2022,2,Out_of_Order
IMG_1671.jpeg,OLIN PA 3015 .L5 H33 2022,PA 3015 L67 B42 1984,2,Out_of_Order
IMG_1671.jpeg,PA 3015 L67 B42 1984,OLIN PA 3015 .L67 C65x 2000,0,In_Order
IMG_1671.jpeg,OLIN PA 3015 .L67 C65x 2000,OLIN PA 3015 .L67 E76 2013,0,In_Order
IMG_1671.jpeg,OLIN PA 3015 .L67 E76 2013,PA 3015 L8 G87,0,In_Order
IMG_1671.jpeg,PA 3015 L8 G87,OLIN PA 3015 .L67 E76x 1996,2,Out_of_Order
IMG_1672.jpeg,OLIN PA 6637 .Z8x 1857a,PA 6638 A2 1922,0,In_Order
IMG_1672.jpeg,PA 6638 A2 1922,生 LIVRES,0,In_Order
IMG_1672.jpeg,生 LIVRES,PA 6638 A7 1927,2,Out_of_Order
IMG_1672.jpeg,PA 6638 A7 1927,PA 6638 AR 1927,2,Out_of_Order
IMG_1672.jpeg,PA 6638 AR 1927,PA 6638 AR 1977,1,Duplicate
IMG_1672.jpeg,PA 6638 AR 1977,PA 6638 A2 1927 t.4,2,Out_of_Order
IMG_1672.jpeg,PA 6638 A2 1927 t.4,OLIN PA 6638 .A2x 1966,0,In_Order
IMG_1672.jpeg,OLIN PA 6638 .A2x 1966,OLIN PA 6638 .A2x 1992,2,Out_of_Order
IMG_1672.jpeg,OLIN PA 6638 .A2x 1992,66 A3 1889,0,In_Order
IMG_1672.jpeg,66 A3 1889,OLIN PA 6638 .A32 W45 2013,2,Out_of_Order
IMG_1672.jpeg,OLIN PA 6638 .A32 W45 2013,PA 6638 A33 1889,0,In_Order
IMG_1672.jpeg,PA 6638 A33 1889,PA 6638 A4 1904,0,In_Order
IMG_1672.jpeg,PA 6638 A4 1904,OLIN PA 6638 .A4 1936 c.2,2,Out_of_Order
IMG_1672.jpeg,OLIN PA 6638 .A4 1936 c.2,PA 6638 A4 1965,0,In_Order
IMG_1673.jpeg,OLIN PE 1128 .A2 B768 2008,PE 1128 A2 B91,0,In_Order
IMG_1673.jpeg,PE 1128 A2 B91,OLIN PE 1128 .A2 C368 2011,0,In_Order
IMG_1673.jpeg,OLIN PE 1128 .A2 C368 2011,OLIN PE 1128 .A2 C478 2009,2,Out_of_Order
IMG_1673.jpeg,OLIN PE 1128 .A2 C478 2009,OLIN PE 1128 .A2 C479 2013,0,In_Order
IMG_1673.jpeg,OLIN PE 1128 .A2 C479 2013,OLIN PE 1128 A2 C66 2003,2,Out_of_Order
IMG_1673.jpeg,OLIN PE 1128 A2 C66 2003,OLIN PE 1128 .A2 C73 2003,0,In_Order
IMG_1673.jpeg,OLIN PE 1128 .A2 C73 2003,OLIN PE 1128 .A2 C744 2004,0,In_Order
IMG_1673.jpeg,OLIN PE 1128 .A2 C744 2004,OLIN PE 1128 .A2 C78 2006,0,In_Order
IMG_1673.jpeg,OLIN PE 1128 .A2 C78 2006,PE 1128 A2 C94,0,In_Order
IMG_1673.jpeg,PE 1128 A2 C94,PE 1128 A2 C94 1980,0,In_Order
IMG_1674.jpeg,URIS PE 1127 .P6 S54 2003,URIS PE 1127 .S3 B45X 1993,0,In_Order
IMG_1674.jpeg,URIS PE 1127 .S3 B45X 1993,B JOVANOVICH BRACE HARCOURT,2,Out_of_Order
IMG_1674.jpeg,B JOVANOVICH BRACE HARCOURT,URIS PE 1127 S6 C635x 2001,0,In_Order
IMG_1674.jpeg,URIS PE 1127 S6 C635x 2001,URIS PE 1127 .S6 I35x 1998,0,In_Order
IMG_1674.jpeg,URIS PE 1127 .S6 I35x 1998,PE 1127 V5 G69,0,In_Order
IMG_1674.jpeg,PE 1127 V5 G69,OLIN PE 1128 .A2 A22x 1995,0,In_Order
IMG_1674.jpeg,OLIN PE 1128 .A2 A22x 1995,OLIN PE 1128 A2 A225x 2002,0,In_Order
IMG_1674.jpeg,OLIN PE 1128 A2 A225x 2002,OLIN PE 1128 .A2 A326X 1998,0,In_Order
IMG_1674.jpeg,OLIN PE 1128 .A2 A326X 1998,PE 1128,0,In_Order
IMG_1674.jpeg,PE 1128,PE 1128 A2 A42 1972,2,Out_of_Order
IMG_1674.jpeg,PE 1128 A2 A42 1972,OLIN PE 1128 .A2 A43 2009,0,In_Order
IMG_1675.jpeg,OLIN PF 3139 .7 P76 2005,OLIN PF 3141 .A97 2011 Bd.1,2,Out_of_Order
IMG_1675.jpeg,OLIN PF 3141 .A97 2011 Bd.1,OLIN PF 3141 .A97 2011 Bd.2,0,In_Order
IMG_1675.jpeg,OLIN PF 3141 .A97 2011 Bd.2,PF 3141 B55,0,In_Order
IMG_1675.jpeg,PF 3141 B55,OLIN PF 3141 .D63 2006,0,In_Order
IMG_1675.jpeg,OLIN PF 3141 .D63 2006,OLIN PF 3141 .D648z 1998 pt.1,0,In_Order
IMG_1675.jpeg,OLIN PF 3141 .D648z 1998 pt.1,OLIN PF 3141 .D648z 1998 bt.2,0,In_Order
IMG_1675.jpeg,OLIN PF 3141 .D648z 1998 bt.2,OLIN PF 3141 .H8 2005,0,In_Order
IMG_1675.jpeg,OLIN PF 3141 .H8 2005,OLIN PF 3141 .K76z 2001,0,In_Order
IMG_1675.jpeg,OLIN PF 3141 .K76z 2001,OLIN PF 3141 .P666 2005,0,In_Order
IMG_1675.jpeg,OLIN PF 3141 .P666 2005,OLIN PF 3141 .W43 2016,0,In_Order
IMG_1675.jpeg,OLIN PF 3141 .W43 2016,OLIN PF 3143 .A72 2007,2,Out_of_Order
IMG_1675.jpeg,OLIN PF 3143 .A72 2007,OLIN PF 3143 D83X 2000,0,In_Order
IMG_1676.jpeg,PF. 3135 W12 G7 1967,PF 3135 W12 G7 1974,0,In_Order
IMG_1676.jpeg,PF 3135 W12 G7 1974,PF 3135 W83,0,In_Order
IMG_1676.jpeg,PF 3135 W83,OLIN PF 3137 .D8X 2000,2,Out_of_Order
IMG_1676.jpeg,OLIN PF 3137 .D8X 2000,OLIN PF 3137 .D84 1990,0,In_Order
IMG_1676.jpeg,OLIN PF 3137 .D84 1990,PF 3137 G31,0,In_Order
IMG_1676.jpeg,PF 3137 G31,PF 3137 K66x 1989 BD.2,2,Out_of_Order
IMG_1676.jpeg,PF 3137 K66x 1989 BD.2,PF 3137 L88 1975,0,In_Order
IMG_1676.jpeg,PF 3137 L88 1975,PF 3137 M47,0,In_Order
IMG_1676.jpeg,PF 3137 M47,PF 3137 077 v.2,2,Out_of_Order
IMG_1676.jpeg,PF 3137 077 v.2,Lang,0,In_Order
IMG_1676.jpeg,Lang,OLIN PF 3137 R63 2001,2,Out_of_Order
IMG_1676.jpeg,OLIN PF 3137 R63 2001,PF 313 S57 191 C.2,0,In_Order
IMG_1676.jpeg,PF 313 S57 191 C.2,OLIN PF 3137 543 2005,2,Out_of_Order
IMG_1677.jpeg,OLIN PG 1283 T65 2018,OLIN PG 1285 .C85 2023,2,Out_of_Order
IMG_1677.jpeg,OLIN PG 1285 .C85 2023,PG 1285 G84,0,In_Order
IMG_1677.jpeg,PG 1285 G84,OLIN PG 1285 .H23 2023,2,Out_of_Order
IMG_1677.jpeg,OLIN PG 1285 .H23 2023,OLIN PG 1285 .J68 2020,0,In_Order
IMG_1677.jpeg,OLIN PG 1285 .J68 2020,PG 1285 K16,0,In_Order
IMG_1677.jpeg,PG 1285 K16,OLIN PG 1285 .M45 2023,0,In_Order
IMG_1677.jpeg,OLIN PG 1285 .M45 2023,OLIN PG 1285 .S72 2013,0,In_Order
IMG_1677.jpeg,OLIN PG 1285 .S72 2013,OLIN PG 1285 S72 2020,0,In_Order
IMG_1677.jpeg,OLIN PG 1285 S72 2020,PG 1285 S96 1983,0,In_Order
IMG_1677.jpeg,PG 1285 S96 1983,OLIN PG 1299 .M37 2010,0,In_Order
IMG_1677.jpeg,OLIN PG 1299 .M37 2010,LIN G 299 S375 003,0,In_Order
IMG_1678.jpeg,OLIN PG 1245 A548 2001,OLIN PG 1245 .B37X 1994,0,In_Order
IMG_1678.jpeg,OLIN PG 1245 .B37X 1994,OLIN PG 1245 .B7z 1996,0,In_Order
IMG_1678.jpeg,OLIN PG 1245 .B7z 1996,OLIN PG 1245 B729 2019,0,In_Order
IMG_1678.jpeg,OLIN PG 1245 B729 2019,OLIN PG 1245 .F45 2005,0,In_Order
IMG_1678.jpeg,OLIN PG 1245 .F45 2005,OLIN PG 1245 .H35 2017,0,In_Order
IMG_1678.jpeg,OLIN PG 1245 .H35 2017,OLIN PG 1245 .J65 2012,2,Out_of_Order
IMG_1678.jpeg,OLIN PG 1245 .J65 2012,OLIN PG 1245 .K37 2002,0,In_Order
IMG_1679.jpeg,OLIN PC 1983 .P58x 2000 + v.1,OLIN PC 1983 .P58x 2000 + V.2,0,In_Order
IMG_1679.jpeg,OLIN PC 1983 .P58x 2000 + V.2,OLIN PC 1983 .P83 2000 +,0,In_Order
IMG_1679.jpeg,OLIN PC 1983 .P83 2000 +,OLIN + PC 1983 .5 .A45X 1995,0,In_Order
IMG_1679.jpeg,OLIN + PC 1983 .5 .A45X 1995,PC 2002,0,In_Order
IMG_1679.jpeg,PC 2002,PC 2002 F79,2,Out_of_Order
IMG_1679.jpeg,PC 2002 F79,PC 2027 M38+,0,In_Order
IMG_1680.jpeg,PC 1866 A2+,PC 1874 G3 C33+ 1876,0,In_Order
IMG_1680.jpeg,PC 1874 G3 C33+ 1876,PC 1926 S52+ V.1,0,In_Order
IMG_1681.jpeg,OLIN PG 1419 21 18 Z8G 2019,OLIN PG 1419 a1 18 7806 2013,2,Out_of_Order
IMG_1681.jpeg,OLIN PG 1419 a1 18 7806 2013,OLIN IG 1419 23 122 M74 2016,0,In_Order
IMG_1681.jpeg,OLIN IG 1419 23 122 M74 2016,OLIN PG 1419 132 0278 2006 9,0,In_Order
IMG_1681.jpeg,OLIN PG 1419 132 0278 2006 9,OLIN PG 1419 36 .1954 P4 2011 中,0,In_Order
IMG_1681.jpeg,OLIN PG 1419 36 .1954 P4 2011 中,OLIN PG 1420 26 068 NG3 1004,2,Out_of_Order
IMG_1681.jpeg,OLIN PG 1420 26 068 NG3 1004,OLIN PG 1455 B34 B35 2012,0,In_Order
IMG_1681.jpeg,OLIN PG 1455 B34 B35 2012,OLIN PG 1465 1847 2011,0,In_Order
IMG_1681.jpeg,OLIN PG 1465 1847 2011,OLIN PG 1602 B73 2005 十,2,Out_of_Order
IMG_1681.jpeg,OLIN PG 1602 B73 2005 十,OLIN PG 1602 B73 2005 m2,0,In_Order
IMG_1681.jpeg,OLIN PG 1602 B73 2005 m2,OLIN PG 1610 2013,0,In_Order
IMG_1682.jpeg,PC 1971 M53+ c.2,OLIN PC 1983 .C383x 1999 十,2,Out_of_Order
IMG_1682.jpeg,OLIN PC 1983 .C383x 1999 十,OLIN PC 1983 E85 1999,0,In_Order
IMG_1683.jpeg,PG 3286 M19 1963,PG 3286 M19 1969,0,In_Order
IMG_1683.jpeg,PG 3286 M19 1969,OLIN PG 3286 .M67 2013,0,In_Order
IMG_1683.jpeg,OLIN PG 3286 .M67 2013,URIS PG 3286 N56x 2003,0,In_Order
IMG_1683.jpeg,URIS PG 3286 N56x 2003,PG 3286 041,0,In_Order
IMG_1683.jpeg,PG 3286 041,OLIN PG 3286 .089x 1998,2,Out_of_Order
IMG_1683.jpeg,OLIN PG 3286 .089x 1998,PG 3286 097 1963,0,In_Order
IMG_1683.jpeg,PG 3286 097 1963,URIS PG 3286 .P74X 1996,0,In_Order
IMG_1683.jpeg,URIS PG 3286 .P74X 1996,PG 3286 P94,0,In_Order
IMG_1683.jpeg,PG 3286 P94,PG 3286 P96 M8,2,Out_of_Order
IMG_1683.jpeg,PG 3286 P96 M8,OLIN PG 3286 R436 2012,0,In_Order
IMG_1683.jpeg,OLIN PG 3286 R436 2012,OLIN PG 3286 R892 2017,0,In_Order
IMG_1683.jpeg,OLIN PG 3286 R892 2017,OLIN PG 3286 .R895 2005,2,Out_of_Order
IMG_1684.jpeg,PN 1993 S57 十,PN 1993 S57 十,0,In_Order
IMG_1684.jpeg,PN 1993 S57 十,PN 1993 $7,0,In_Order
IMG_1684.jpeg,PN 1993 $7,PN 1993 S57 十,2,Out_of_Order
IMG_1684.jpeg,PN 1993 S57 十,PN 1993 S57 十,0,In_Order
IMG_1684.jpeg,PN 1993 S57 十,PN 1993 S57 +,0,In_Order
IMG_1684.jpeg,PN 1993 S57 +,PN 1993 $57,1,Duplicate
IMG_1684.jpeg,PN 1993 $57,PN 1993 S57,1,Duplicate
IMG_1684.jpeg,PN 1993 S57,PN 1993 S57+,1,Duplicate
IMG_1684.jpeg,PN 1993 S57+,PN 1993 S57 +,1,Duplicate
IMG_1686.jpeg,JV 9252 I33 ★,OLIN JV 9262 .S47 2006,0,In_Order
IMG_1686.jpeg,OLIN JV 9262 .S47 2006,JX A505+,2,Out_of_Order
IMG_1686.jpeg,JX A505+,JX 八 A505+,1,Duplicate
IMG_1686.jpeg,JX 八 A505+,JX A505+,1,Duplicate
IMG_1686.jpeg,JX A505+,JX 1 A505+,1,Duplicate
IMG_1686.jpeg,JX 1 A505+,JX 1 A505+,1,Duplicate
IMG_1686.jpeg,JX 1 A505+,JX 1 A505+,1,Duplicate
IMG_1686.jpeg,JX 1 A505+,JX 1 A505+,1,Duplicate
IMG_1686.jpeg,JX 1 A505+,JX 1 A505+,1,Duplicate
IMG_1688.jpeg,PR 6035 U874 C2 1989,PR 6035 U874C5,0,In_Order
IMG_1688.jpeg,PR 6035 U874C5,PR 6035 u874 E4 1900,2,Out_of_Order
IMG_1688.jpeg,PR 6035 u874 E4 1900,PR 60 3 U8 E9,0,In_Order
IMG_1688.jpeg,PR 60 3 U8 E9,PR 6035 U874 F2 c.2,2,Out_of_Order
IMG_1688.jpeg,PR 6035 U874 F2 c.2,P R 60 3 5 U 874 I 6,0,In_Order
IMG_1688.jpeg,P R 60 3 5 U 874 I 6,PR 6035 U874 L8 1988,0,In_Order
IMG_1688.jpeg,PR 6035 U874 L8 1988,PR 6035 8.74,0,In_Order
IMG_1688.jpeg,PR 6035 8.74,P 6 U 8 S6,0,In_Order
IMG_1689.jpeg,OLIN PR 6110 .0633 S4 2012,OLIN PR 6110 06346 E43 2013,0,In_Order
IMG_1689.jpeg,OLIN PR 6110 06346 E43 2013,OLIN PR 6110 .0636 F87 2021,0,In_Order
IMG_1689.jpeg,OLIN PR 6110 .0636 F87 2021,OLIN PR 6110 .06373 B95 2025,2,Out_of_Order
IMG_1689.jpeg,OLIN PR 6110 .06373 B95 2025,OLIN PR 6110 .0638 F3 2014,0,In_Order
IMG_1689.jpeg,OLIN PR 6110 .0638 F3 2014,OLIN PR 6110 .0638 088 2008,2,Out_of_Order
IMG_1689.jpeg,OLIN PR 6110 .0638 088 2008,OLIN PR 6110 .0638 S4 2009,0,In_Order
IMG_1689.jpeg,OLIN PR 6110 .0638 S4 2009,OLIN PR 6110 .0638 U5 2012,0,In_Order
IMG_1689.jpeg,OLIN PR 6110 .0638 U5 2012,OLIN PR 6110 .064 E37x 2001,0,In_Order
